"Nº pers.","Clave de sexo","Centro","Área de nómina","Condición","Relación laboral","Rel. Laboral ok","Unidad organizativa","Grupo de invalidez","Categoría profesional","Tipo de contrato","fijo/Temp","GI","Disc","GrdOcup","Días","FTE","Personas","Mes",""
"00005145","hombres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005189","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Auxiliar Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005210","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002085","mujeres","Centro 7","Inst. Deportivas","No socios","Per. Admin.","Personal de actividades extraescolares","Administración","","Auxiliar Administrativo","189","Fijo","0","","100","5","0.161290323","0.161290323","Aug-22",""
"00005235","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Oficial Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005307","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005463","hombres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","D.O.P.","","Técnico Integración Social","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005684","hombres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005869","mujeres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Auxiliar Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002085","mujeres","Centro 7","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Natación Escolar","","Monitor Extraescolares","289","Fijo","0","","78.57","26","0.658974194","0.838709677","Aug-22",""
"00006168","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Limpieza","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001752","mujeres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Departamento","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001914","mujeres","Centro 1","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Departamento","","Cuidador","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001923","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Departamento","","Socorrista","189","Fijo","0","","1","31","0.01","1","Aug-22",""
"00002067","hombres","Centro 4","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001659","mujeres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Infantil","","Coordinador Infantil","100","Fijo","0","","100","4","0.129032258","0.129032258","Aug-22",""
"00002112","hombres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Socorrista","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002212","hombres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Socorrista","189","Fijo","0","","90.91","31","0.9091","1","Aug-22",""
"00002216","mujeres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002222","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002223","hombres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002231","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Natación Escolar","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002246","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","71.43","31","0.7143","1","Aug-22",""
"00002254","mujeres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","189","Fijo","0","","10.39","31","0.1039","1","Aug-22",""
"00002465","hombres","Centro 7","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Socorrista","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004166","mujeres","Centro 5","Inst. Deportivas","No socios","Mandos Interm.","Mandos intermedios","Club Deportivo","","Coordinador Club de Natación","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002091","mujeres","Centro 13","Ocio Educat.","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","65.8","31","0.658","1","Aug-22",""
"00002241","hombres","Centro 5","Ocio Educat.","No socios","Mandos Interm.","Mandos intermedios","Escuela de Música","","Monitor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002331","mujeres","Centro 13","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Educación Ambiental","","Monitor","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002469","hombres","Centro 13","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Educación Ambiental","","Monitor","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002106","mujeres","Centro 3","Pago Delegado","No socios","Per. Docente","Personal docente","D.O.P.","","Maestro","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005191","mujeres","Centro 3","Pago Delegado","No socios","Per. Docente","Personal docente","D.O.P.","","Maestro","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001843","mujeres","Centro 1","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001854","hombres","Centro 4","Socios XXX123","Socios","Jefes","Mandos intermedios","Servicios","","Jefe de Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001381","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","200","Fijo","0","","59.2","31","0.592","1","Aug-22",""
"00001470","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","200","Fijo","0","","78.9","31","0.789","1","Aug-22",""
"00001935","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Limpieza","200","Fijo","0","","99.99","31","0.9999","1","Aug-22",""
"00002178","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Docente","Personal de actividades extraescolares","Educación Ambiental","","Profesor Extraescolares","200","Fijo","0","","87.5","31","0.875","1","Aug-22",""
"00005970","mujeres","Centro 3","Pago Delegado","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","189","Fijo","0","","100","31","1","1","Aug-22",""
"00006535","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","200","Fijo","0","","78.94","2","0.050929032","0.064516129","Aug-22",""
"00006536","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","200","Fijo","0","","78.95","2","0.050935484","0.064516129","Aug-22",""
"00006538","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Limpieza","200","Fijo","0","","78.95","2","0.050935484","0.064516129","Aug-22",""
"00002226","hombres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","53.25","31","0.5325","1","Aug-22",""
"00002230","hombres","Centro 1","Inst. Deportivas","No socios","Mandos Interm.","Mandos intermedios","Club Deportivo","","Coordinador Club Deportivo","200","Fijo","0","","85","31","0.85","1","Aug-22",""
"00002251","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","18.18","31","0.1818","1","Aug-22",""
"00002268","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Departamento","","Monitor Extraescolares","200","Fijo","0","","62.34","31","0.6234","1","Aug-22",""
"00002294","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","14.29","31","0.1429","1","Aug-22",""
"00002319","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","35.06","31","0.3506","1","Aug-22",""
"00002358","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","57.14","31","0.5714","1","Aug-22",""
"00002367","mujeres","Centro 4","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","62.99","31","0.6299","1","Aug-22",""
"00002369","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","18.18","31","0.1818","1","Aug-22",""
"00002372","hombres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","46.1","31","0.461","1","Aug-22",""
"00002377","mujeres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","74.02","31","0.7402","1","Aug-22",""
"00002379","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","35.71","31","0.3571","1","Aug-22",""
"00002381","mujeres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","29.87","31","0.2987","1","Aug-22",""
"00002391","hombres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","85.06","31","0.8506","1","Aug-22",""
"00002401","hombres","Centro 4","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","10.39","31","0.1039","1","Aug-22",""
"00002425","hombres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","46.1","31","0.461","1","Aug-22",""
"00002445","hombres","Centro 1","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","13.64","31","0.1364","1","Aug-22",""
"00002519","hombres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","8.44","31","0.0844","1","Aug-22",""
"00002525","hombres","Centro 3","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","12.99","31","0.1299","1","Aug-22",""
"00002528","hombres","Centro 1","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","11.69","31","0.1169","1","Aug-22",""
"00002533","mujeres","Centro 4","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","44.16","31","0.4416","1","Aug-22",""
"00002537","hombres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","23.38","31","0.2338","1","Aug-22",""
"00002538","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","34.42","31","0.3442","1","Aug-22",""
"00002539","hombres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","25.97","31","0.2597","1","Aug-22",""
"00002575","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","12.99","31","0.1299","1","Aug-22",""
"00002582","hombres","Centro 3","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Socorrista","200","Fijo","0","","66.88","31","0.6688","1","Aug-22",""
"00002622","hombres","Centro 3","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","51.95","31","0.5195","1","Aug-22",""
"00002625","mujeres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","56.49","31","0.5649","1","Aug-22",""
"00002854","mujeres","Centro 5","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","57.79","31","0.5779","1","Aug-22",""
"00002857","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","200","Fijo","0","","31.17","31","0.3117","1","Aug-22",""
